"Target","Ridom Usage","Ridom Exclusion Reason","location","gene","product","protein_id","note"
"Rv0086","MLST+","-","93951..95417","hycQ","Possible hydrogenase HycQ","NP_214600.1","Rv0086, (MTCY251.04), len: 488 aa. Possible hycQ,hydrogenase, integral membrane protein. Belongs to the NADH-Ubiquinone/plastoquinone (complex I) superfamily."
"Rv0087","MLST+","-","95414..96892","hycE","Possible formate hydrogenase HycE (FHL)","NP_214601.1","Rv0087, (MTCY251.05), len: 492 aa. Possible hycE (alternate gene name: hevE), formate hydrogenlyase, similar to others. Belongs to the complex I 49 kDa subunit family."
"Rv0088","MLST+","-","96927..97601",,"Possible polyketide cyclase/dehydrase","NP_214602.1","Rv0088, (MTCY251.06), len: 224 aa. Possible polyketide cyclase/dehydrase. Belongs to the SRPBCC ligand-binding domain superfamily. Predicted to be an outer membrane protein (See Song et al., 2008)."
"Rv0089","MLST+","-","97758..98351",,"Possible methyltransferase/methylase","NP_214603.1","Rv0089, (MTCY251.07), len: 197 aa. Possible methyltransferase, showing some weak similarity to others. Also some similarity with many biotin biosynthesis proteins. Belongs to the methyltransferase superfamily."
"Rv0090","MLST+","-","98480..99250",,"Possible membrane protein","NP_214604.1","Rv0090, (MTCY251.08), len: 256 aa. Possible membrane protein. Contains IPR014511 Protein of unknown function DUF2068, transmembrane, subgroup."
"Rv0091","MLST+","-","99684..100451","mtn","Probable bifunctional MTA/SAH nucleosidase Mtn: 5'-methylthioadenosine nucleosidase (methylthioadenosine methylthioribohydrolase) + S-adenosylhomocysteine nucleosidase (S-adenosyl-L-homocysteine homocysteinylribohydrolase)","NP_214605.1","Rv0091, (MTCY251.10), len: 255 aa. Probable mtn (alternate gene name: pfs),methylthioadenosine/S-Adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase), including 5'-methylthioadenosine nucleosidase and S-adenosylhomocysteine nucleosidase,similar to others. Belongs to the MTN family."
"Rv0092","MLST+","-","100583..102868","ctpA","Cation transporter P-type ATPase a CtpA","NP_214606.1","Rv0092, (MTCY251.11), len: 761 aa. CtpA,cation-transporting P-type ATPase a (transmembrane protein), highly similar to many. Contains PS01047 Heavy-metal-associated domain, and PS00154 E1-E2 ATPases phosphorylation site. Belongs to the cation transport ATPases family (E1-E2 ATPases), subfamily IB."
"Rv0093c","Accessory","Gene Rv0093c overlaps Rv0092 at 54 bases.","102815..103663",,"Probable conserved membrane protein","NP_214607.1","Rv0093c, (MTCY251.12c), len: 282 aa. Probable conserved membrane protein, equivalent only to CAC30943.1|AL583924 probable integral membrane protein from Mycobacterium leprae (237 aa). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al.,2004)."
"Rv0094c","not used","Found close-matching copy (length 953, identity 100.0) in Rv3467.","103710..104663",,"hypothetical protein","NP_214608.1","Rv0094c, (MTCY251.13c), len: 317 aa. Member of 13E12 repeat family, showing some similarity to U15187|MLU15187_7 from Mycobacterium leprae (94 aa), FASTA score: (49.4% identity in 79 aa overlap)."
"Rv0095c","not used","Found close-matching copy (length 316, identity 93.05994) in [1789549..1789865].","104805..105215",,"hypothetical protein","NP_214609.1","Rv0095c, (MTCY251.14c), len: 136 aa. Member of 13E12 repeat, also partially similar to AF0418|AF041819_8 from Mycobacterium bovis BCG (222 aa), FASTA score: (89.6% identity in 96 aa overlap)."
"Rv0096","not used","Excluded in Comas 2010","105324..106715","PPE1","PPE family protein PPE1","YP_177690.1","Rv0096, (MTCY251.15), len: 463 aa. PPE1, Member of the Mycobacterium tuberculosis PPE family, similar to many. A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."
"Rv0097","MLST+","-","106734..107603",,"Possible oxidoreductase","NP_214611.1","Rv0097, (MTCY251.16), len: 289 aa. Possible oxidoreductase, equivalent to NP_302343.1|NC_002677 putative oxidoreductase from Mycobacterium leprae (289 aa). Also highly similar to BAB69377.1|AB070955 putative oxidoreductase from Streptomyces avermitilis (296 aa). Contains PS00077 Cytochrome c oxidase subunit I, copper B binding region signature."
"Rv0098","MLST+","-","107600..108151","fcoT","Probable fatty acyl CoA thioesterase type III FcoT","NP_214612.1","Rv0098, (MTCY251.17), len: 183 aa. FcoT, long-chain fatty acyl CoA thioesterase type III (See Wang et al.,2007), equivalent to CAC30948.1|AL583924 from Mycobacterium leprae (183 aa). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."
"Rv0099","MLST+","-","108156..109778","fadD10","Possible fatty-acid-CoA ligase FadD10 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)","NP_214613.1","Rv0099, (MTCY251.18), len: 540 aa. Possible fadD10,fatty-acid-CoA synthetase, similar to many. Contains PS00455 putative AMP-binding domain signature. Contains IPR000873 AMP-dependent synthetase/ligase domain. Belongs to the ATP-dependent AMP-binding enzyme family."
"Rv0100","Accessory","Gene Rv0100 overlaps Rv0101 at 19 bases.","109783..110019",,"hypothetical protein","NP_214614.1","Rv0100, (MTCY251.19), len: 78 aa. Conserved hypothetical protein, equivalent only to CAC30950.1|AL583924 conserved hypothetical protein from Mycobacterium leprae (78 aa). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al.,2004)."
"Rv0101","MLST+","-","110001..117539","nrp","Probable peptide synthetase Nrp (peptide synthase)","NP_214615.1","Rv0101, (MTCY251.20), len: 2512 aa. Probable nrp,peptide synthetase, similar to others e.g. AAD44234.1|AF143772_40|PstB peptide synthetase from Mycobacterium avium (2552 aa); 7476034|S77657 cyclic peptide synthetase from Mycobacterium leprae (1401 aa),FASTA scores: opt: 4268, E(): 0, (65.7% identity in 1091 aa overlap); part of CAB55600.1|AJ238027 peptide synthetase from Mycobacterium smegmatis (5990). Also similar to e.g. AAD56240.1|AF184977_1|AF184977 DhbF protein from Bacillus subtilis (2378 aa); SRF1_BACSU|P27206 surfactin synthetase subunit 1 (3587 aa), FASTA scores: opt: 1708, E(): 0,(30.6% identity in 1633 aa overlap): etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop), 2 x PS00455 Putative AMP-binding domain signature, and PS00012 Phosphopantetheine attachment site. Belongs to the ATP-dependent AMP-binding enzyme family. Thought to be not involved in mycobactin biosynthesis (see citation below)."
"Rv0102","MLST+","-","117714..119699",,"Probable conserved integral membrane protein","NP_214616.1","Rv0102, (MTCY251.21), len: 661 aa. Probable conserved integral membrane protein, highly similar to P53525|Y102_MYCLE|ML1998|NP_302349.1|NC_002677 possible membrane protein from Mycobacterium leprae (659 aa), FASTA scores: opt: 3107, E(): 0, (70.2% identity in 662 aa overlap). Also similar to others e.g. CAC01497.1|AL391017 putative integral membrane protein from Streptomyces coelicolor (316 aa); etc. Contains PS00343 Gram-positive cocci surface proteins 'anchoring' hexapeptide."
"Rv0103c","MLST+","-","119915..122173","ctpB","Probable cation-transporter P-type ATPase B CtpB","NP_214617.1","Rv0103c, (MTCY251.22c), len: 752 aa. Probable ctpB,cation-transporting P-type ATPase B (transmembrane protein), equivalent to CTPB_MYCLE|P46840 cation-transporting P-type ATPase B from Mycobacterium leprae (750 aa), FASTA scores: opt: 3615, E(): 0, (76.5% identity in 752 aa overlap). Also highly similar to others e.g. CAB96031.1|AL360055 putative metal transporter ATPase from Streptomyces coelicolor (753 aa); NP_241423.1|NC_002570 copper-transporting ATPase from Bacillus halodurans (806 aa); etc. Also highly similar to Z46257|MLACEA_7 aceA gene for isocitrate L from Mycobacterium leprae (750 aa), FASTA scores: opt: 3615,E():0, (76.5% identity in 752 aa overlap). And similar to MTCY251.11 from Mycobacterium tuberculosis, FASTA score: (68.3% identity in 742 aa overlap). Contains PS01047 Heavy-metal-associated domain, PS00154 E1-E2 ATPases phosphorylation site. Belongs to the cation transport ATPases family (E1-E2 ATPases), subfamily IB."
"Rv0104","MLST+","-","122317..123831",,"hypothetical protein","NP_214618.1","Rv0104, (MTCY251.23), len: 504 aa. Conserved hypothetical protein, showing weak similarity with other cAMP-dependent protein kinases e.g. AAC37564.1|M65066 cAMP-dependent protein kinase RI-beta regulatory subunit from Homo sapiens (380 aa); etc."
"Rv0105c","MLST+","-","123980..124264","rpmB1","50S ribosomal protein L28-1 RpmB1","YP_177691.1","Rv0105c, (MTCY251.24c), len: 94 aa. rpmB1, 50S ribosomal protein L28-1, highly similar to others e.g. Q9X8K8|R28B_STRCO 50S ribosomal protein L28-2 from Streptomyces coelicolor (78 aa); RL28_ECOLI|P02428 50s ribosomal protein l28 from Escherichia coli (77 aa), FASTA scores: opt: 167, E(): 6.2e-06, (40.7% identity in 59 aa overlap); etc. Also similar to MTCY63A_2 from Mycobacterium tuberculosis. Belongs to the L28P family of ribosomal proteins."
"Rv0106","MLST+","-","124374..125570",,"hypothetical protein","NP_214620.1","Rv0106, (MTCY251.25), len: 398 aa. Conserved hypothetical protein, similar to others e.g. AL049841|SCE9_33 from Streptomyces coelicolor (370 aa),FASTA scores: opt: 282, E(): 2.5e-11, (32.0% identity in 381 aa overlap); etc. Some similarity to P94400 homologue to nitrile hydratase region from Bacillus subtilis (397 aa), FASTA scores: opt: 226, E(): 5.4e-08, (26.4% identity in 405 aa overlap). Also similar to COBW_PSEDE|P29937 FASTA score: (25.3% identity in 186 aa overlap); and P47K_PSECL|P31521 47 kDa protein (p47k) (419 aa), FASTA score: (25.9% identity in 401 aa overlap)."
"Rv0107c","Accessory","Too many query genomes with stop codon: 6","125643..130541","ctpI","Probable cation-transporter ATPase I CtpI","NP_214621.1","Rv0107c, (MTCY251.26c, MTV031.01c), len: 1632 aa. Probable ctpI, cation-transporting ATPase I P-type, highly similar to NP_302704.1|NC_002677 probable cation transport ATPase from Mycobacterium leprae (1609 aa); and similar to others e.g. CAB69720.1|AL137166 putative transport ATPase from Streptomyces coelicolor (1472 aa); ATA1_SYNY|P37367 cation-transporting ATPase pma1 from Synechocystis sp. (915 aa), FASTA scores: opt: 603, E(): 6.6e-29, (32.4% identity in 710 aa overlap); etc. Also similar to MTCY39.21c and MTCY22G10.22c from Mycobacterium tuberculosis, FASTA score: (34.4% identity in 796 aa overlap). Contains PS00154 E1-E2 ATPases phosphorylation site. Belongs to the cation transport ATPases family (E1-E2 ATPases)."
"Rv0108c","MLST+","-","130895..131104",,"Hypothetical protein","NP_214622.1","Rv0108c, (MTV031.02c), len: 69 aa. Hypothetical unknown protein."
"Rv0109","not used","Excluded in Comas 2010","131382..132872","PE_PGRS1","PE-PGRS family protein PE_PGRS1","YP_177692.1","Rv0109, (MTV031.03c), len: 496 aa. PE_PGRS1, Member of the M. tuberculosis PE family, PGRS subfamily of gly-rich proteins (see Brennan and Delogu, 2002), highly similar to many e.g. Q50615|Y0DP_MYCTU hypothetical glycine-rich 40.8 kDa protein from Mycobacterium tuberculosis (498 aa), FASTA scores: opt: 1772, E(): 0,(57.3% identity in 513 aa overlap); etc."
"Rv0110","MLST+","-","133020..133769",,"Probable conserved integral membrane protein","NP_214624.1","Rv0110, (MTV031.04), len: 249 aa. Probable conserved integral membrane protein, similar to many e.g. AL079308|SCH69_25 from Streptomyces coelicolor (297 aa),FASTA scores: opt: 552, E(): 6.1e-29, (45.4% identity in 251 aa overlap); P54493|YQGP_BACSU hypothetical 56.4 KD protein from Bacillus subtilis (507 aa), FASTA scores: opt: 320, E(): 4e-15, (32.4% identity in 210 aa overlap); etc."
"Rv0111","MLST+","-","133950..136007",,"Possible transmembrane acyltransferase","NP_214625.1","Rv0111, (MTV031.05), len: 685 aa. Possible transmembrane acyltransferase, equivalent to AA22904.1|AL035300 putative acyltransferase from Mycobacterium leprae (696 aa). Also similar to others e.g. C69975 acyltransferase homolog yrhL from Bacillus subtilis (634 aa), FASTA scores: opt: 520, E(): 4e-22, (36.4% identity in 382 aa overlap). Very similar to Mycobacterium tuberculosis proteins Rv0228, Rv1254, Rv1565c, etc."
"Rv0112","MLST+","-","136289..137245","gca","Possible GDP-mannose 4,6-dehydratase Gca (GDP-D-mannose dehydratase)","NP_214626.1","Rv0112, (MTV031.06), len: 318 aa. Possible gca,GDP-mannose 4,6-dehydratase, similar to others e g. U18320|PAU18320_1 GDP-D-mann from Pseudomonas aeruginosa (323 aa), FASTA scores: opt: 415, E(): 4.4e-21, (27.0% identity in 318 aa overlap). Similar to Rv3634c, Rv3784,etc from Mycobacterium tuberculosis. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Seems to belong to the GDP-mannose 4,6-dehydratase family. Cofactor: NAD(+). This region is a possible MT-complex-specific genomic island (See Becq et al.,2007)."
"Rv0113","MLST+","-","137319..137909","gmhA","Probable sedoheptulose-7-phosphate isomerase GmhA (phosphoheptose isomerase)","NP_214627.1","Rv0113, (MTV031.07), len: 196 aa. Probable gmhA (alternate gene name: lpcA), sedoheptulose-7-phosphate isomerase (see citation below), similar to many e.g. AE0005|HPAE000596_11 from Helicobacter pylori (192 aa),FASTA scores: opt: 451, E(): 1.9e-24, (45.1% identity in 162 aa overlap). Belongs to the sis family, LPCA subfamily. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv0114","MLST+","-","137941..138513","gmhB","Possible D-alpha,beta-D-heptose-1,7-biphosphate phosphatase GmhB (D-glycero-D-manno-heptose 7-phosphate kinase)","NP_214628.1","Rv0114, (MTV031.08), len: 190 aa. Possible gmhB,D-alpha,beta-D-heptose-1,7-biphosphate phosphatase (see citation below), similar to several hypothetical proteins and phosphatases e.g. HIS7_ECOLI|P06987 imidazoleglycerol-phosphate dehydratase (355 aa), FASTA scores: opt: 250, E(): 3.6e-11, (34.0 % identity in 141 aa overlap). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv0115","MLST+","-","138513..139673","hddA","Possible D-alpha-D-heptose-7-phosphate kinase HddA","NP_214629.1","Rv0115, (MTV031.09), len: 386 aa. Possible hddA,D-alpha-D-heptose-7-phosphate kinase (see citation below),similar to several hypothetical proteins and sugar kinases e.g. AAK27850.1|AF324836_3 D-glycero-D-manno-heptose 7-phosphate kinase from Aneurinibacillus thermoaerophilus (341 aa); AAK80995.1|AE007802_11 Sugar kinase from Clostridium acetobutylicum (364 aa). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv0116c","MLST+","-","140267..141022","ldtA","Probable L,D-transpeptidase LdtA","NP_214630.1","Rv0116c, (MTV031.10c), len: 251 aa. Probable ldtA,L,D-transpeptidase, showing similarity to several hypothetical mycobacterial proteins e.g. Rv1433 from Mycobacterium tuberculosis (271 aa); and Q49706|B1496_F2_81|U00013 from Mycobacterium leprae (271 aa); to the C-terminal regions of others like Rv0192 from Mycobacterium tuberculosis (366 aa), FASTA scores: opt: 451, E(): 1.7e-21, (46.7% identity in 270 aa overlap); and Rv0192|Z97050|MTCI28_32 from Mycobacterium tuberculosis cosmid (366 aa), FASTA scores: opt: 699, E(): 0, (45.7% identity in 221 aa overlap). Predicted to be an outer membrane protein (See Song et al., 2008)."
"Rv0117","Accessory","Gene Rv0117 overlaps Rv0118c at 17 bases.","141200..142144","oxyS","Oxidative stress response regulatory protein OxyS","NP_214631.1","Rv0117, (MTV031.11), len: 314 aa. OxyS, oxidative stress response protein regulatory protein, LysR family (see citation below). Similar to many transcription regulators and OxyR, the oxidative stress response protein of many bacteria. Contains LysR family signature at N-terminus. Also contains helix-turn-helix motif at aa 16-37 (Score 1543, +4.44 SD). Belongs to the LysR family of transcriptional regulators. OXYR is required for the induction of a regulon of hydrogen peroxide inducible genes such as catalase, glutathione-reductase, etc."
